Ligand	Receptor	Mediator	TF	Target
PLA2G2A	ITGA5	CAV1	PTPN6	CCL5
CTGF	ITGA5	CAV1	PTPN6	CCL5
PLA2G2A	ITGA5	LCK	PTPN6	CCL5
CTGF	ITGA5	LCK	PTPN6	CCL5
PLA2G2A	ITGA5	FYN,STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
CTGF	ITGA5	FYN,STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
PLA2G2A	ITGA5	LCK,STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
CTGF	ITGA5	LCK,STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
PLA2G2A	ITGA5	LCK,VIM	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
CTGF	ITGA5	LCK,VIM	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
PLA2G2A	ITGA5	FYN,FASLG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,FASLG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,FASLG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,FASLG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN,STAT5A	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,STAT5A	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,STAT5A	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,STAT5A	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN,STAT4	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,STAT4	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,STAT4	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,STAT4	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN,IL2RG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,IL2RG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,IL2RG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,IL2RG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN,IL7R	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,IL7R	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN,STAT5B	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,STAT5B	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,STAT5B	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,STAT5B	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN,IL3RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,IL3RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	CAV1,IFNG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	CAV1,IFNG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,IL2RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,IL2RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,CSF2	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,CSF2	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,CSF2RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,CSF2RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN	CD3G	IFNG,PRF1
CTGF	ITGA5	FYN	CD3G	IFNG,PRF1
PLA2G2A	ITGA5	RAC2	CD3G	IFNG,PRF1
CTGF	ITGA5	RAC2	CD3G	IFNG,PRF1
PLA2G2A	ITGA5	LCK	CD3G	IFNG,PRF1
CTGF	ITGA5	LCK	CD3G	IFNG,PRF1
PLA2G2A	ITGA5	FYN	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
CTGF	ITGA5	FYN	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
PLA2G2A	ITGA5	LCK	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
CTGF	ITGA5	LCK	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
PLA2G2A	ITGA5	FYN	RORA	UHRF2,JAKMIP2
CTGF	ITGA5	FYN	RORA	UHRF2,JAKMIP2
PLA2G2A	ITGA5	RAC2	RORA	UHRF2,JAKMIP2
CTGF	ITGA5	RAC2	RORA	UHRF2,JAKMIP2
PLA2G2A	ITGA5	LCK	RORA	UHRF2,JAKMIP2
CTGF	ITGA5	LCK	RORA	UHRF2,JAKMIP2
PLA2G2A	ITGA5	FYN,IL2RG	LTA	BIRC3
CTGF	ITGA5	FYN,IL2RG	LTA	BIRC3
PLA2G2A	ITGA5	LCK,IL2RG	LTA	BIRC3
CTGF	ITGA5	LCK,IL2RG	LTA	BIRC3
PLA2G2A	ITGA5	FYN,IL7R	LTA	BIRC3
CTGF	ITGA5	FYN,IL7R	LTA	BIRC3
PLA2G2A	ITGA5	FYN,IL3RA	LTA	BIRC3
CTGF	ITGA5	FYN,IL3RA	LTA	BIRC3
PLA2G2A	ITGA5	LCK,IL2RA	LTA	BIRC3
CTGF	ITGA5	LCK,IL2RA	LTA	BIRC3
PLA2G2A	ITGA5	LCK,CSF2RA	LTA	BIRC3
CTGF	ITGA5	LCK,CSF2RA	LTA	BIRC3
PLA2G2A	ITGA5		CAV1	FYN,ENPP2
CTGF	ITGA5		CAV1	FYN,ENPP2
PLA2G2A	ITGA5	LCK	IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
CTGF	ITGA5	LCK	IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
PLA2G2A	ITGA5	FYN	CD28	IFNG,PRF1
CTGF	ITGA5	FYN	CD28	IFNG,PRF1
PLA2G2A	ITGA5	RAC2	CD28	IFNG,PRF1
CTGF	ITGA5	RAC2	CD28	IFNG,PRF1
PLA2G2A	ITGA5	LCK	CD28	IFNG,PRF1
CTGF	ITGA5	LCK	CD28	IFNG,PRF1
PLA2G2A	ITGA5	FYN	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
CTGF	ITGA5	FYN	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
PLA2G2A	ITGA5	LCK	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
CTGF	ITGA5	LCK	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
PLA2G2A	ITGA5	FYN	CD80	IFNG,PRF1
CTGF	ITGA5	FYN	CD80	IFNG,PRF1
PLA2G2A	ITGA5	RAC2	CD80	IFNG,PRF1
CTGF	ITGA5	RAC2	CD80	IFNG,PRF1
PLA2G2A	ITGA5	LCK	CD80	IFNG,PRF1
CTGF	ITGA5	LCK	CD80	IFNG,PRF1
PLA2G2A	ITGA5	FYN	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
CTGF	ITGA5	FYN	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
PLA2G2A	ITGA5	LCK	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
CTGF	ITGA5	LCK	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
PLA2G2A	ITGA5	NCR3	CHRNA5	CASP1
CTGF	ITGA5	NCR3	CHRNA5	CASP1
PLA2G2A	ITGA5	FYN	CD247	IFNG,FASLG,PRF1
CTGF	ITGA5	FYN	CD247	IFNG,FASLG,PRF1
PLA2G2A	ITGA5	RAC2	CD247	IFNG,FASLG,PRF1
CTGF	ITGA5	RAC2	CD247	IFNG,FASLG,PRF1
PLA2G2A	ITGA5	LCK	CD247	IFNG,FASLG,PRF1
CTGF	ITGA5	LCK	CD247	IFNG,FASLG,PRF1
PLA2G2A	ITGA5	NCR3	CD247	IFNG,FASLG,PRF1
CTGF	ITGA5	NCR3	CD247	IFNG,FASLG,PRF1
PLA2G2A	ITGA5		FYN	IRF7
CTGF	ITGA5		FYN	IRF7
PLA2G2A	ITGA5	CAV1,IFNG	MYD88	IFIT2,ISG15,MIR146A
CTGF	ITGA5	CAV1,IFNG	MYD88	IFIT2,ISG15,MIR146A
PLA2G2A	ITGA5	LCK,CSF2	MYD88	IFIT2,ISG15,MIR146A
CTGF	ITGA5	LCK,CSF2	MYD88	IFIT2,ISG15,MIR146A
PLA2G2A	ITGA5	CAV1	CXCR4	VIM
CTGF	ITGA5	CAV1	CXCR4	VIM
PLA2G2A	ITGA5	RAC2	CXCR4	VIM
CTGF	ITGA5	RAC2	CXCR4	VIM
PLA2G2A	ITGA5	ITGAX	ZEB1	ARAP2,DGKA,RORA,PTHLH,MAP2K6,CRTAM,CCL20,CYTIP,KCNJ2,TOX2,LAMP5,FAM78A,TSPAN2,FXYD2,SKAP1,STRIP1,GPR174,MOV10,ELMO1,WNT4,CSF2,RAB8B,IL7R,ZEB2,LRRN3,JAKMIP2,RPS6KA3,HCLS1,SH2D1A,NELL2,LST1,SIPA1,LTA
CTGF	ITGA5	ITGAX	ZEB1	ARAP2,DGKA,RORA,PTHLH,MAP2K6,CRTAM,CCL20,CYTIP,KCNJ2,TOX2,LAMP5,FAM78A,TSPAN2,FXYD2,SKAP1,STRIP1,GPR174,MOV10,ELMO1,WNT4,CSF2,RAB8B,IL7R,ZEB2,LRRN3,JAKMIP2,RPS6KA3,HCLS1,SH2D1A,NELL2,LST1,SIPA1,LTA
PLA2G2A	ITGA5	FYN,FASLG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,FASLG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,FASLG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,FASLG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN,STAT5A	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,STAT5A	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,STAT5A	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,STAT5A	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN,STAT4	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,STAT4	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,STAT4	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,STAT4	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN,IL2RG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,IL2RG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,IL2RG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,IL2RG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN,IL7R	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,IL7R	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN,STAT5B	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,STAT5B	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,STAT5B	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,STAT5B	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	FYN,IL3RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	FYN,IL3RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	CAV1,IFNG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	CAV1,IFNG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,IL2RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,IL2RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,CSF2	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,CSF2	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	LCK,CSF2RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CTGF	ITGA5	LCK,CSF2RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PLA2G2A	ITGA5	CAV1,IFNG,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CTGF	ITGA5	CAV1,IFNG,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
PLA2G2A	ITGA5	LCK,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CTGF	ITGA5	LCK,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
PLA2G2A	ITGA5	FYN,CD48	IL18RAP	IFNG
CTGF	ITGA5	FYN,CD48	IL18RAP	IFNG
PLA2G2A	ITGA5	LCK,CD48	IL18RAP	IFNG
CTGF	ITGA5	LCK,CD48	IL18RAP	IFNG
PLA2G2A	ITGA5	FYN	CD3D	IFNG,PRF1
CTGF	ITGA5	FYN	CD3D	IFNG,PRF1
PLA2G2A	ITGA5	LCK	CD3D	IFNG,PRF1
CTGF	ITGA5	LCK	CD3D	IFNG,PRF1
PLA2G2A	ITGA5	ITGB2	P2RX7	ENPP2
CTGF	ITGA5	ITGB2	P2RX7	ENPP2
PLA2G2A	ITGA5	FYN,RORA	RGS2	CREM,HSPA1A
CTGF	ITGA5	FYN,RORA	RGS2	CREM,HSPA1A
PLA2G2A	ITGA5	RAC2,RORA	RGS2	CREM,HSPA1A
CTGF	ITGA5	RAC2,RORA	RGS2	CREM,HSPA1A
PLA2G2A	ITGA5	LCK,RORA	RGS2	CREM,HSPA1A
CTGF	ITGA5	LCK,RORA	RGS2	CREM,HSPA1A
PLA2G2A	ITGA5	FYN	CD8B	PRF1
CTGF	ITGA5	FYN	CD8B	PRF1
PLA2G2A	ITGA5	LCK	CD8B	PRF1
CTGF	ITGA5	LCK	CD8B	PRF1
PLA2G2A	ITGA5	LCK	CSF2	CD80,CCR7,MIR146A
CTGF	ITGA5	LCK	CSF2	CD80,CCR7,MIR146A
PLA2G2A	ITGA5	FYN	HLA-DRA	IFNG
CTGF	ITGA5	FYN	HLA-DRA	IFNG
PLA2G2A	ITGA5	LCK	HLA-DRA	IFNG
CTGF	ITGA5	LCK	HLA-DRA	IFNG
PLA2G2A	ITGA5	FYN	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
CTGF	ITGA5	FYN	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
PLA2G2A	ITGA5	LCK	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
CTGF	ITGA5	LCK	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
PLA2G2A	ITGA5	FYN	CD8A	PRF1
CTGF	ITGA5	FYN	CD8A	PRF1
PLA2G2A	ITGA5	LCK	CD8A	PRF1
CTGF	ITGA5	LCK	CD8A	PRF1
PLA2G2A	ITGA5	FYN	TRAC	IFNG,PRF1
CTGF	ITGA5	FYN	TRAC	IFNG,PRF1
PLA2G2A	ITGA5	LCK	TRAC	IFNG,PRF1
CTGF	ITGA5	LCK	TRAC	IFNG,PRF1
PLA2G2A	ITGA5	FYN,STAT4	EBI3	IFNG
CTGF	ITGA5	FYN,STAT4	EBI3	IFNG
PLA2G2A	ITGA5	LCK,STAT4	EBI3	IFNG
CTGF	ITGA5	LCK,STAT4	EBI3	IFNG
PLA2G2A	ITGA5	CAV1	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CTGF	ITGA5	CAV1	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PLA2G2A	ITGA5	FYN,RORA	CREM	PER1
CTGF	ITGA5	FYN,RORA	CREM	PER1
PLA2G2A	ITGA5	RAC2,RORA	CREM	PER1
CTGF	ITGA5	RAC2,RORA	CREM	PER1
PLA2G2A	ITGA5	LCK,RORA	CREM	PER1
CTGF	ITGA5	LCK,RORA	CREM	PER1
PLA2G2A	ITGA5	FYN,HSPA1A	CREM	PER1
CTGF	ITGA5	FYN,HSPA1A	CREM	PER1
PLA2G2A	ITGA5	FYN	PRKCQ	FASLG
CTGF	ITGA5	FYN	PRKCQ	FASLG
PLA2G2A	ITGA5	RAC2	PRKCQ	FASLG
CTGF	ITGA5	RAC2	PRKCQ	FASLG
PLA2G2A	ITGA5	LCK	PRKCQ	FASLG
CTGF	ITGA5	LCK	PRKCQ	FASLG
SLPI	CD4	TRAC	PTPN6	CCL5
PIP	CD4	TRAC	PTPN6	CCL5
SLPI	CD4	FYN,STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
PIP	CD4	FYN,STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
SLPI	CD4	FYN,FASLG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,FASLG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN,STAT5A	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,STAT5A	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN,STAT4	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,STAT4	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN,IL2RG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
