Ligand	Receptor	Score
817	WNT3A	1
818	A2M	1
819	AANAT	1
820	AANAT	1
821	ADAM12	1
822	ADAM12	1
823	ADAM12	1
824	ADAM15	1
825	ADAM15	1
826	ADAM15	1
827	ADAM15	1
828	ADAM17	1
829	ADAM17	1
830	ADAM23	1
831	ADAM23	1
832	ADAM2	1
833	ADAM2	1
834	ADAM9	1
835	ADAM9	1
836	ADAM9	1
837	ADAM9	1
838	ADCYAP1	1
839	ADCYAP1	1
840	ADCYAP1	1
841	ADIPOQ	1
842	ADIPOQ	1
843	ADM2	1
844	ADM2	1
845	ADM2	1
846	ADM	1
847	ADM	1
848	ADM	1
849	ADM	1
850	ADM	1
851	AGRN	1
852	AGRP	1
853	AGRP	1
854	AGRP	1
855	AGT	1
856	AGT	1
857	AGT	1
858	AGT	1
859	ALOX5AP	1
860	AMH	1
861	ANGPT1	1
862	ANGPT1	1
863	ANGPT2	1
864	ANGPT4	1
865	ANGPTL1	1
866	ANXA1	1
867	ANXA1	1
868	ANXA1	1
869	APLN	1
870	APOB	1
871	APOE	1
872	APOE	1
873	APOE	1
874	APOE	1
875	APOE	1
876	APP	1
877	AREG	1
878	ARF1	1
879	ARTN	1
880	ARTN	1
881	ASIP	1
882	ASIP	1
883	ASIP	1
884	AVP	1
885	AVP	1
886	AVP	1
887	AVP	1
888	BDNF	1
889	BDNF	1
890	BMP10	1
891	BMP10	1
892	BMP10	1
893	BMP10	1
894	BMP10	1
895	BMP10	1
896	BMP10	1
897	BMP15	1
898	BMP15	1
899	BMP15	1
900	BMP15	1
901	BMP15	1
902	BMP15	1
903	BMP2	1
904	BMP2	1
905	BMP2	1
906	BMP2	1
907	BMP2	1
908	BMP2	1
909	BMP3	1
910	BMP3	1
911	BMP3	1
912	BMP3	1
913	BMP3	1
914	BMP3	1
915	BMP4	1
916	BMP4	1
917	BMP4	1
918	BMP4	1
919	BMP4	1
920	BMP4	1
921	BMP5	1
922	BMP5	1
923	BMP5	1
924	BMP5	1
925	BMP5	1
926	BMP5	1
927	BMP6	1
928	BMP6	1
929	BMP6	1
930	BMP6	1
931	BMP6	1
932	BMP6	1
933	BMP7	1
934	BMP7	1
935	BMP7	1
936	BMP7	1
937	BMP7	1
938	BMP7	1
939	BMP8B	1
940	BMP8B	1
941	BMP8B	1
942	BMP8B	1
943	BMP8B	1
944	BMP8B	1
945	BTC	1
946	BTC	1
947	BTC	1
948	BTLA	1
949	C3	1
950	C3	1
951	C3	1
952	C3	1
953	C5	1
954	C5	1
955	CALCA	1
956	CALCA	1
957	CALCA	1
958	CALCB	1
959	CALCB	1
960	CALCB	1
961	CALM1	1
962	CALM1	1
963	CALM1	1
964	CALM1	1
965	CALM1	1
966	CALM2	1
967	CALM2	1
968	CALM2	1
969	CALM2	1
970	CALM2	1
971	CALM3	1
972	CALM3	1
973	CALM3	1
974	CALM3	1
975	CALM3	1
976	CALR	1
977	CAMP	1
978	CCK	1
979	CCK	1
980	CCL11	1
981	CCL11	1
982	CCL11	1
983	CCL11	1
984	CCL11	1
985	CCL13	1
986	CCL13	1
987	CCL13	1
988	CCL13	1
989	CCL13	1
990	CCL13	1
991	CCL14	1
992	CCL14	1
993	CCL14	1
994	CCL15	1
995	CCL15	1
996	CCL16	1
997	CCL16	1
998	CCL16	1
999	CCL16	1
1000	CCL17	1
1001	CCL17	1
1002	CCL19	1
1003	CCL19	1
1004	CCL19	1
1005	CCL19	1
1006	CCL1	1
1007	CCL20	1
1008	CCL20	1
1009	CCL21	1
1010	CCL21	1
1011	CCL21	1
1012	CCL22	1
1013	CCL23	1
1014	CCL24	1
1015	CCL24	1
1016	CCL25	1
1017	CCL25	1
1018	CCL26	1
1019	CCL26	1
1020	CCL27	1
1021	CCL28	1
1022	CCL28	1
1023	CCL2	1
1024	CCL2	1
1025	CCL2	1
1026	CCL2	1
1027	CCL2	1
1028	CCL2	1
1029	CCL3	1
1030	CCL3	1
1031	CCL4	1
1032	CCL4	1
1033	CCL4	1
1034	CCL4	1
1035	CCL5	1
1036	CCL5	1
1037	CCL5	1
1038	CCL5	1
1039	CCL5	1
1040	CCL5	1
1041	CCL5	1
1042	CCL7	1
1043	CCL7	1
1044	CCL7	1
1045	CCL7	1
1046	CCL7	1
1047	CCL7	1
1048	CCL8	1
1049	CCL8	1
1050	CCL8	1
1051	CCL8	1
1052	CCL8	1
1053	CD24	1
1054	CD34	1
1055	CD40LG	1
1056	CD70	1
1057	CDH1	1
1058	CDH1	1
1059	CFH	1
1060	CGA	1
1061	CGA	1
1062	CGA	1
1063	CHAD	1
1064	CHAD	1
1065	CLCF1	1
1066	CLCF1	1
1067	CLCF1	1
1068	CLCF1	1
1069	CLEC11A	1
1070	CNTF	1
1071	CNTF	1
1072	CNTF	1
1073	COL18A1	1
1074	COL18A1	1
1075	COL18A1	1
1076	COL1A1	1
1077	COL1A1	1
1078	COL1A1	1
1079	COL1A1	1
1080	COL1A1	1
1081	COL2A1	1
1082	COL2A1	1
1083	COL2A1	1
1084	COL4A1	1
1085	COL4A1	1
1086	COL4A1	1
1087	COL5A3	1
1088	CORT	1
1089	CORT	1
1090	CORT	1
1091	CORT	1
1092	CORT	1
1093	CORT	1
1094	CORT	1
1095	CRH	1
1096	CRH	1
1097	CRH	1
1098	CSF1	1
1099	CSF2	1
1100	CSF2	1
1101	CSF2	1
1102	CSF2	1
1103	CSF3	1
1104	CSF3	1
1105	CSH1	1
1106	CSH2	1
1107	CSHL1	1
1108	CTF1	1
1109	CTF1	1
1110	CTGF	1
1111	CTGF	1
1112	CTGF	1
1113	CX3CL1	1
1114	CXCL10	1
1115	CXCL10	1
1116	CXCL11	1
1117	CXCL11	1
1118	CXCL11	1
1119	CXCL12	1
1120	CXCL12	1
1121	CXCL12	1
1122	CXCL13	1
1123	CXCL16	1
1124	CXCL1	1
1125	CXCL1	1
1126	CXCL2	1
1127	CXCL2	1
1128	CXCL2	1
1129	CXCL3	1
1130	CXCL3	1
1131	CXCL5	1
1132	CXCL5	1
1133	CXCL6	1
1134	CXCL6	1
1135	CXCL9	1
1136	CXCL9	1
1137	CYR61	1
1138	CYR61	1
1139	CYR61	1
1140	CYR61	1
1141	DEFB4A	1
1142	DEFB4B	1
1143	DHH	1
1144	DHH	1
1145	DKK1	1
1146	DKK1	1
1147	DKK1	1
1148	DKK2	1
1149	DLK1	1
1150	DLK1	1
1151	DLK1	1
1152	DLK1	1
1153	DLL1	1
1154	DLL1	1
1155	DLL1	1
1156	DLL1	1
1157	DLL3	1
1158	DLL3	1
1159	DLL3	1
1160	DLL3	1
1161	DLL4	1
1162	DLL4	1
1163	DLL4	1
1164	DLL4	1
1165	DUSP18	1
1166	DUSP18	1
1167	DUSP18	1
1168	DUSP18	1
1169	DUSP18	1
1170	DUSP18	1
1171	DUSP18	1
1172	DUSP18	1
1173	DUSP18	1
1174	EDA	1
1175	EDA	1
1176	EDN1	1
1177	EDN2	1
1178	EDN3	1
1179	EFNA1	1
1180	EFNA1	1
1181	EFNA1	1
1182	EFNA1	1
1183	EFNA1	1
1184	EFNA1	1
1185	EFNA1	1
1186	EFNA1	1
1187	EFNA2	1
1188	EFNA2	1
1189	EFNA2	1
1190	EFNA2	1
1191	EFNA2	1
1192	EFNA2	1
1193	EFNA2	1
1194	EFNA2	1
1195	EFNA3	1
1196	EFNA3	1
1197	EFNA3	1
1198	EFNA3	1
1199	EFNA3	1
1200	EFNA3	1
1201	EFNA3	1
1202	EFNA3	1
1203	EFNA3	1
1204	EFNA4	1
1205	EFNA4	1
1206	EFNA4	1
1207	EFNA4	1
1208	EFNA4	1
1209	EFNA4	1
1210	EFNA4	1
1211	EFNA4	1
1212	EFNA5	1
1213	EFNA5	1
1214	EFNA5	1
1215	EFNA5	1
1216	EFNA5	1
1217	EFNA5	1
1218	EFNA5	1
1219	EFNA5	1
1220	EFNA5	1
1221	EFNB1	1
1222	EFNB1	1
1223	EFNB1	1
1224	EFNB1	1
1225	EFNB1	1
1226	EFNB1	1
1227	EFNB2	1
1228	EFNB2	1
1229	EFNB2	1
1230	EFNB2	1
1231	EFNB2	1
1232	EFNB2	1
1233	EFNB3	1
1234	EFNB3	1
1235	EFNB3	1
1236	EFNB3	1
1237	EFNB3	1
1238	EFNB3	1
1239	EGF	1
1240	EPGN	1
1241	EPO	1
1242	EREG	1
1243	EREG	1
1244	F2	1
1245	F2	1
1246	F2	1
1247	F2	1
1248	F7	1
1249	F8	1
1250	F9	1
1251	FASLG	1
1252	FASLG	1
1253	FGA	1
1254	FGA	1
1255	FGF10	1
1256	FGF10	1
1257	FGF10	1
1258	FGF10	1
1259	FGF11	1
1260	FGF11	1
1261	FGF11	1
1262	FGF11	1
1263	FGF12	1
1264	FGF12	1
1265	FGF12	1
1266	FGF12	1
1267	FGF13	1
1268	FGF13	1
1269	FGF13	1
1270	FGF13	1
1271	FGF14	1
1272	FGF14	1
1273	FGF14	1
1274	FGF14	1
1275	FGF16	1
1276	FGF16	1
1277	FGF16	1
1278	FGF16	1
1279	FGF17	1
1280	FGF17	1
1281	FGF17	1
1282	FGF17	1
1283	FGF18	1
1284	FGF18	1
1285	FGF18	1
1286	FGF18	1
1287	FGF19	1
1288	FGF19	1
1289	FGF19	1
1290	FGF19	1
1291	FGF1	1
1292	FGF1	1
1293	FGF1	1
1294	FGF1	1
1295	FGF22	1
1296	FGF23	1
1297	FGF23	1
1298	FGF23	1
1299	FGF2	1
1300	FGF2	1
1301	FGF2	1
1302	FGF2	1
1303	FGF2	1
1304	FGF2	1
1305	FGF3	1
1306	FGF3	1
1307	FGF4	1
1308	FGF4	1
1309	FGF4	1
1310	FGF4	1
1311	FGF5	1
1312	FGF5	1
1313	FGF5	1
1314	FGF5	1
1315	FGF6	1
1316	FGF6	1
1317	FGF6	1
1318	FGF7	1
1319	FGF8	1
1320	FGF8	1
1321	FGF8	1
1322	FGF8	1
1323	FGF9	1
1324	FGF9	1
1325	FGF9	1
1326	FGF9	1
1327	FLT3LG	1
1328	FN1	1
1329	FN1	1
1330	FN1	1
1331	FN1	1
1332	FN1	1
1333	FN1	1
1334	FN1	1
1335	FN1	1
1336	FN1	1
1337	FN1	1
1338	FSHB	1
1339	GAD1	1
1340	GALP	1
1341	GALP	1
1342	GALP	1
1343	GAL	1
1344	GAL	1
1345	GAL	1
1346	GAS6	1
1347	GAS6	1
1348	GAS6	1
1349	GAST	1
1350	GCG	1
1351	GCG	1
1352	GCG	1
1353	GDF11	1
1354	GDF11	1
1355	GDF11	1
1356	GDF2	1
1357	GDF5	1
1358	GDF5	1
1359	GDF5	1
1360	GDF6	1
1361	GDF6	1
1362	GDF7	1
1363	GDF7	1
1364	GDF7	1
1365	GDF9	1
1366	GDF9	1
1367	GDNF	1
1368	GDNF	1
1369	GDNF	1
1370	GH1	1
1371	GH2	1
1372	GHRH	1
1373	GHRH	1
1374	GHRL	1
1375	GHRL	1
1376	GIP	1
1377	GNRH1	1
1378	GNRH2	1
1379	GPHA2	1
1380	GPI	1
1381	GRP	1
1382	GSTP1	1
1383	GUCA2A	1
1384	GUCA2B	1
1385	GZMB	1
1386	HAS2	1
1387	HAS2	1
1388	HBEGF	1
1389	HBEGF	1
1390	HCRT	1
1391	HCRT	1
1392	HDC	1
1393	HDC	1
1394	HDC	1
1395	HDC	1
1396	HEBP1	1
1397	HGF	1
1398	HLA-A	1
1399	HLA-B	1
1400	HLA-C	1
1401	HLA-C	1
1402	HLA-C	1
1403	HLA-E	1
1404	HLA-E	1
1405	HLA-E	1
1406	HLA-G	1
1407	HLA-G	1
1408	HLA-G	1
1409	HLA-G	1
1410	HSP90B1	1
1411	HSPG2	1
1412	IAPP	1
1413	ICAM1	1
1414	ICAM1	1
1415	ICAM1	1
1416	ICAM2	1
1417	ICAM2	1
1418	ICAM3	1
1419	ICAM3	1
1420	ICAM4	1
1421	ICAM4	1
1422	ICAM4	1
1423	ICAM4	1
1424	ICAM4	1
1425	ICAM4	1
1426	ICAM5	1
1427	ICAM5	1
1428	IFNA10	1
1429	IFNA10	1
1430	IFNA13	1
1431	IFNA13	1
1432	IFNA14	1
1433	IFNA14	1
1434	IFNA16	1
1435	IFNA16	1
1436	IFNA17	1
1437	IFNA17	1
1438	IFNA1	1
1439	IFNA1	1
1440	IFNA21	1
1441	IFNA21	1
1442	IFNA2	1
1443	IFNA2	1
1444	IFNA4	1
1445	IFNA4	1
1446	IFNA5	1
1447	IFNA5	1
1448	IFNA6	1
1449	IFNA6	1
1450	IFNA7	1
1451	IFNA7	1
1452	IFNA8	1
1453	IFNA8	1
1454	IFNB1	1
1455	IFNB1	1
1456	IFNG	1
1457	IFNG	1
1458	IFNL1	1
1459	IFNL1	1
1460	IFNL2	1
1461	IFNL2	1
1462	IFNL3	1
1463	IFNL3	1
1464	IFNW1	1
1465	IFNW1	1
1466	IGF1	1
1467	IGF2	1
1468	IGF2	1
1469	IGF2	1
1470	IHH	1
1471	IHH	1
1472	IL10	1
1473	IL10	1
1474	IL11	1
1475	IL11	1
1476	IL12A	1
1477	IL12A	1
1478	IL12B	1
1479	IL12B	1
1480	IL13	1
1481	IL13	1
1482	IL13	1
1483	IL13	1
1484	IL15	1
1485	IL15	1
1486	IL15	1
1487	IL16	1
1488	IL17A	1
1489	IL17B	1
1490	IL18	1
1491	IL18	1
1492	IL18	1
1493	IL19	1
1494	IL19	1
1495	IL1A	1
1496	IL1A	1
1497	IL1B	1
1498	IL1B	1
1499	IL1B	1
1500	IL1RN	1
1501	IL1RN	1
1502	IL20	1
1503	IL20	1
1504	IL20	1
1505	IL21	1
1506	IL21	1
1507	IL22	1
1508	IL22	1
1509	IL22	1
1510	IL23A	1
1511	IL23A	1
1512	IL24	1
1513	IL24	1
1514	IL24	1
1515	IL25	1
1516	IL2	1
1517	IL2	1
1518	IL2	1
1519	IL31	1
1520	IL31	1
1521	IL3	1
1522	IL3	1
1523	IL4	1
1524	IL4	1
1525	IL4	1
1526	IL5	1
1527	IL5	1
1528	IL6	1
1529	IL6	1
1530	IL7	1
1531	IL7	1
1532	IL9	1
1533	IL9	1
1534	INHA	1
1535	INHA	1
1536	INHA	1
1537	INHA	1
1538	INHA	1
1539	INHBA	1
1540	INHBA	1
1541	INHBA	1
1542	INHBA	1
1543	INHBA	1
1544	INHBB	1
1545	INHBB	1
1546	INHBB	1
1547	INHBB	1
1548	INHBC	1
1549	INHBC	1
1550	INHBC	1
1551	INHBC	1
1552	INSL3	1
1553	INSL5	1
1554	INSL5	1
1555	INS	1
1556	JAG1	1
1557	JAG1	1
1558	JAG1	1
1559	JAG1	1
1560	JAG2	1
1561	JAG2	1
1562	JAG2	1
1563	JAG2	1
1564	KISS1	1
1565	KITLG	1
1566	KNG1	1
1567	KNG1	1
1568	KNG1	1
1569	LAMA1	1
1570	LAMA1	1
1571	LAMA1	1
1572	LAMA1	1
1573	LAMA2	1
1574	LAMA2	1
1575	LAMA2	1
1576	LAMB1	1
1577	LAMB1	1
1578	LAMB2	1
1579	LAMC2	1
1580	LAMC2	1
1581	LAMC2	1
1582	LAMC2	1
1583	LEFTY2	1
1584	LEP	1
1585	LHB	1
1586	LIF	1
1587	LIF	1
1588	LIPH	1
1589	LIPH	1
1590	LIPH	1
1591	LRPAP1	1
1592	LTA	1
1593	LTA	1
1594	LTA	1
1595	LTA	1
1596	LTB	1
1597	LTB	1
1598	LTF	1
1599	LTF	1
1600	MADCAM1	1
1601	MADCAM1	1
1602	MDK	1
1603	MDK	1
1604	MDK	1
1605	MLN	1
1606	MMP13	1
1607	MMP9	1
1608	MST1	1
1609	NAMPT	1
1610	NCAM1	1
1611	NCAM1	1
1612	NDP	1
1613	NDP	1
1614	NGF	1
1615	NGF	1
1616	NGF	1
1617	NID1	1
1618	NLGN1	1
1619	NLGN1	1
1620	NLGN2	1
1621	NLGN2	1
1622	NLGN2	1
1623	NLGN3	1
1624	NLGN3	1
1625	NLGN3	1
1626	NMB	1
1627	NMB	1
1628	NMS	1
1629	NMS	1
1630	NMU	1
1631	NMU	1
1632	NODAL	1
1633	NODAL	1
1634	NODAL	1
1635	NODAL	1
1636	NOV	1
1637	NPB	1
1638	NPB	1
1639	NPFF	1
1640	NPFF	1
1641	NPNT	1
1642	NPNT	1
1643	NPPA	1
1644	NPPA	1
1645	NPPB	1
1646	NPPB	1
1647	NPPB	1
1648	NPPC	1
1649	NPS	1
1650	NPVF	1
1651	NPVF	1
1652	NPW	1
1653	NPW	1
1654	NPY	1
1655	NPY	1
1656	NPY	1
1657	NPY	1
1658	NPY	1
1659	NRG1	1
1660	NRG1	1
1661	NRG1	1
1662	NRG2	1
1663	NRG2	1
1664	NRG3	1
1665	NRG4	1
1666	NRTN	1
1667	NRTN	1
1668	NRTN	1
1669	NTF3	1
1670	NTF3	1
1671	NTF3	1
1672	NTF3	1
1673	NTF4	1
1674	NTF4	1
1675	NTF4	1
1676	NTF4	1
1677	NTN1	1
1678	NTN1	1
1679	NTN3	1
1680	NTN3	1
1681	NTN4	1
1682	NTN4	1
1683	NTNG1	1
1684	NTS	1
1685	NTS	1
1686	NUCB2	1
1687	NXPH1	1
1688	NXPH1	1
1689	NXPH1	1
1690	NXPH3	1
1691	NXPH3	1
1692	NXPH3	1
1693	OMG	1
1694	OMG	1
1695	OSM	1
1696	OSM	1
1697	OSM	1
1698	OSTN	1
1699	OXT	1
1700	OXT	1
1701	OXT	1
1702	OXT	1
1703	PDGFA	1
1704	PDGFB	1
1705	PDGFB	1
1706	PDGFC	1
1707	PDGFC	1
1708	PDGFC	1
1709	PDGFD	1
1710	PDYN	1
1711	PDYN	1
1712	PDYN	1
1713	PENK	1
1714	PENK	1
1715	PENK	1
1716	PENK	1
1717	PF4	1
1718	PF4	1
1719	PF4	1
1720	PF4	1
1721	PGF	1
1722	PGF	1
1723	PLAT	1
1724	PLAU	1
1725	PLAU	1
1726	PLG	1
1727	PLG	1
1728	PMCH	1
1729	PMCH	1
1730	PNOC	1
1731	PODXL2	1
1732	POMC	1
1733	POMC	1
1734	POMC	1
1735	POMC	1
1736	POMC	1
1737	POMC	1
1738	POMC	1
1739	POMC	1
1740	PPBP	1
1741	PPBP	1
1742	PPY	1
1743	PPY	1
1744	PRLH	1
1745	PRL	1
1746	PRND	1
1747	PROC	1
1748	PROK1	1
1749	PROK1	1
1750	PROK2	1
1751	PROK2	1
1752	PROS1	1
1753	PROS1	1
1754	PSAP	1
1755	PSAP	1
1756	PSAP	1
1757	PSEN1	1
1758	PSPN	1
1759	PSPN	1
1760	PTDSS1	1
1761	PTDSS1	1
1762	PTGS2	1
1763	PTH2	1
1764	PTH2	1
1765	PTHLH	1
1766	PTHLH	1
1767	PTHLH	1
1768	PTH	1
1769	PTH	1
1770	PTN	1
1771	PTN	1
1772	PYY	1
1773	PYY	1
1774	PYY	1
1775	PYY	1
1776	QRFP	1
1777	QRFP	1
1778	RARRES2	1
1779	RARRES2	1
1780	RELN	1
1781	RELN	1
1782	RELN	1
1783	RELN	1
1784	REN	1
1785	RGMA	1
1786	RLN1	1
1787	RLN1	1
1788	RLN2	1
1789	RLN2	1
1790	RLN3	1
1791	RLN3	1
1792	RLN3	1
1793	RLN3	1
1794	RPS19	1
1795	RSPO1	1
1796	RSPO1	1
1797	RSPO1	1
1798	RSPO1	1
1799	RSPO2	1
1800	RSPO2	1
1801	RSPO2	1
1802	RSPO3	1
1803	RSPO3	1
1804	RSPO3	1
1805	RSPO4	1
1806	RSPO4	1
1807	RSPO4	1
1808	RTN4	1
1809	RTN4	1
1810	RTN4	1
1811	SAA1	1
1812	SCT	1
1813	SELPLG	1
1814	SELPLG	1
1815	SEMA3A	1
1816	SEMA3A	1
1817	SEMA3A	1
1818	SEMA3A	1
1819	SEMA3B	1
1820	SEMA3C	1
1821	SEMA3E	1
1822	SEMA3F	1
1823	SEMA3F	1
1824	SEMA4D	1
1825	SEMA4D	1
1826	SEMA4D	1
1827	SEMA5A	1
1828	SEMA5A	1
1829	SEMA6D	1
1830	SEMA6D	1
1831	SEMA7A	1
1832	SERPINA1	1
1833	SERPINC1	1
1834	SERPINE1	1
1835	SERPINE2	1
1836	SERPING1	1
1837	SHH	1
1838	SHH	1
1839	SHH	1
1840	SHH	1
1841	SHH	1
1842	SLIT1	1
1843	SLIT1	1
1844	SLIT1	1
1845	SLIT2	1
1846	SLIT2	1
1847	SLIT2	1
1848	SLIT2	1
1849	SLIT2	1
1850	SOST	1
1851	SOST	1
1852	SPP1	1
1853	SPP1	1
1854	SST	1
1855	SST	1
1856	SST	1
1857	SST	1
1858	SST	1
1859	TAC1	1
1860	TAC1	1
1861	TAC1	1
1862	TAC3	1
1863	TAC3	1
1864	TAC3	1
1865	TAC4	1
1866	TAC4	1
1867	TDGF1	1
1868	TFPI	1
1869	TFPI	1
1870	TF	1
1871	TGFA	1
1872	TGFB1	1
1873	TGFB1	1
1874	TGFB1	1
1875	TGFB1	1
1876	TGFB2	1
1877	TGFB2	1
1878	TGFB2	1
1879	TGFB3	1
1880	TGFB3	1
1881	TGFB3	1
1882	TGFB3	1
1883	THBS1	1
1884	THBS1	1
1885	THBS1	1
1886	THBS2	1
1887	THPO	1
1888	TNFSF10	1
1889	TNFSF10	1
1890	TNFSF10	1
1891	TNFSF10	1
1892	TNFSF10	1
1893	TNFSF11	1
1894	TNFSF11	1
1895	TNFSF12	1
1896	TNFSF12	1
1897	TNFSF13B	1
1898	TNFSF13B	1
1899	TNFSF13B	1
1900	TNFSF13	1
1901	TNFSF13	1
1902	TNFSF14	1
1903	TNFSF14	1
1904	TNFSF14	1
1905	TNFSF15	1
1906	TNFSF18	1
1907	TNFSF4	1
1908	TNFSF8	1
1909	TNFSF9	1
1910	TNF	1
1911	TNF	1
1912	TNF	1
1913	TNF	1
1914	TPH1	1
1915	TPH1	1
1916	TPH1	1
1917	TPH1	1
1918	TPH1	1
1919	TPH1	1
1920	TPH1	1
1921	TPH1	1
1922	TPH1	1
1923	TPH1	1
1924	TPH1	1
1925	TPH1	1
1926	TRH	1
1927	TSHB	1
1928	UCN2	1
1929	UCN2	1
1930	UCN3	1
1931	UCN	1
1932	UCN	1
1933	ULBP2	1
1934	UTS2B	1
1935	UTS2	1
1936	VCAM1	1
1937	VCAM1	1
1938	VCAM1	1
1939	VCAM1	1
1940	VEGFA	1
1941	VEGFA	1
1942	VEGFA	1
1943	VEGFA	1
1944	VEGFB	1
1945	VEGFB	1
1946	VEGFC	1
1947	VEGFC	1
1948	VEGFC	1
1949	VEGFC	1
1950	VIP	1
1951	VIP	1
1952	VIP	1
1953	VIP	1
1954	VTN	1
1955	VTN	1
1956	WNT11	1
1957	WNT1	1
1958	WNT1	1
1959	WNT1	1
1960	WNT1	1
1961	WNT3A	1
1962	WNT3	1
1963	WNT3	1
1964	WNT3	1
1965	WNT4	1
1966	WNT4	1
1967	WNT5A	1
1968	WNT5A	1
1969	WNT5A	1
1970	WNT5A	1
1971	WNT5A	1
1972	WNT7A	1
1973	WNT7B	1
1974	WNT7B	1
1975	WNT7B	1
1976	XCL1	1
1977	XCL2	1
1978	YARS	1
1979	ZP3	1
1980	CCL5	1
1981	EDN2	1
1982	CSF2	1
1983	LAMA1	1
1984	TDGF1	1
1985	WNT3	1
1986	NRG1	1
1987	DKK1	1
1988	LAMA1	1
1989	CCL5	1
1990	CALR	1
1991	WNT1	1
1992	CCL26	1
1993	CCL23	1
1994	CAMP	1
1995	RSPO2	1
1996	BTC	1
1997	CTGF	1
1998	IL6	1
1999	CTGF	1
2000	GDF9	1
2001	CCL3	1
2002	CCL3	1
2003	TNF	1
2004	CCL16	1
2005	CCL7	1
2006	CCL16	1
2007	FGF6	1
2008	EFNA5	1
2009	FGF2	1
2010	EGF	1
2011	HGF	1
2012	CCL19	1
2013	WNT1	1
2014	CNTF	1
2015	CTGF	1
2016	CCL3	1
2017	CCL3	1
2018	CTGF	1
2019	PDGFB	1
2020	CCL21	1
2021	HBEGF	1
2022	APOB	1
2023	INS	1
2024	EFNB2	1
2025	INS	1
2026	LAMA1	1
2027	IAPP	1
2028	ARF1	1
2029	CCL27	1
2030	CCL25	1
2031	LAMA2	1
2032	CCL19	1
2033	EGF	1
2034	FGF2	1
2035	CCL28	1
2036	GHRL	1
2037	CCL7	1
2038	VEGFD	1
2039	VEGFD	1
2040	APOB	1
2041	WNT1	1
2042	CTGF	1
2043	PDGFB	1
2044	EFNB2	1
2045	EFNB2	1
2046	DKK1	1
2047	FGF1	1
2048	FGF1	1
2049	FGF1	1
2050	DLK1	1
2051	WNT3	1
2052	TNF	1
2053	TNF	1
2054	TNF	1
2055	GSTP1	1
2056	RTN4	1
2057	CALR	1
2058	INSL3	1
2059	EFNB2	1
2060	IL12B	1
2061	HBEGF	1
2062	FGF2	1
2063	HBEGF	1
2064	PRL	1
2065	EPO	1
2066	NRG4	1
2067	FGF23	1
2068	AREG	1
2069	EREG	1
2070	NRG2	1
2071	IL6	1
2072	EFNB2	1
2073	EFNB2	1
2074	EFNB2	1
2075	EFNB2	1
2076	EFNB2	1
2077	EFNB2	1
2078	EFNB2	1
2079	JAG2	1
2080	JAG2	1
2081	JAG2	1
2082	JAG2	1
2083	JAG2	1
2084	JAG2	1
2085	EFNB1	1
2086	EFNB1	1
2087	ANXA1	1
2088	NDP	1
2089	RTN4	1
2090	EFNB2	1
2091	EFNB2	1
2092	JAG2	1
2093	EFNB1	1
2094	LAMB1	1
2095	LAMB1	1
2096	TF	1
2097	ARF1	1
2098	APOB	1
2099	APOB	1
2100	APOB	1
2101	APOB	1
2102	CALR	1
2103	UTS2	1
2104	LAMB1	1
2105	ANXA1	1
2106	ARF1	1
2107	ARF1	1
2108	ARF1	1
2109	GSTP1	1
2110	GSTP1	1
2111	GSTP1	1
2112	GSTP1	1
2113	CALR	1
2114	CALR	1
2115	ANXA1	1
2116	ANXA1	1
2117	EFNB2	1
2118	JAG2	1
2119	RTN4	1
2120	RTN4	1
2121	RTN4	1
2122	EFNB1	1
2123	ARF1	1
2124	CALR	1
2125	IGF1	1
2126	EPGN	1
2127	PDGFC	1
2128	APP	1
2129	F2	1
2130	WNT5A	1
2131	WNT4	1
2132	WNT1	1
2133	WNT11	1
2134	WNT3A	1
2135	WNT7A	1
2136	PSEN1	1
2137	WNT1	1
2138	ADAM17	1
2139	RSPO2	1
2140	RSPO3	1
2141	EREG	1
2142	TNFSF14	1
2143	WNT5A	1
2144	ADAM17	1
2145	GZMB	1
2146	IL22	1
2147	WNT5A	1
2148	WNT5A	1
2149	WNT4	1
2150	WNT4	1
2151	CSF3	1
2152	IL22	1
2153	CSF1	1
2154	CCL2	1
2155	TDGF1	1
2156	WNT1	1
2157	WNT3A	1
2158	WNT7A	1
2159	CSF1	1
2160	WNT11	1
2161	WNT11	1
2162	WNT11	1
2163	PTN	1
2164	WNT3A	1
2165	WNT7A	1
2166	WNT3	1
2167	WNT7B	1
2168	IHH	1
2169	SHH	1
2170	CCL26	1
2171	DHH	1
2172	ADAM17	1
2173	PLG	1
2174	WNT3A	1
2175	WNT3A	1
2176	WNT3A	1
2177	WNT3A	1
2178	CCL26	1
2179	WNT7A	1
2180	MDK	1
2181	IL10	1
2182	PENK	1
2183	CNTF	1
2184	EDN1	1
2185	CALM1	1
2186	TGFB1	1
2187	VTN	1
2188	TGFA	1
2189	ADAM17	1
2190	MDK	1
2191	PLAU	1
2192	APOE	1
2193	SERPINE1	1
2194	LRPAP1	1
2195	TGFB1	1
2196	TGFA	1
2197	ANGPT2	1
2198	COL1A1	1
2199	APP	1
2200	APP	1
2201	APP	1
2202	APP	1
2203	APP	1
2204	APP	1
2205	APP	1
2206	KNG1	1
2207	SPP1	1
2208	CTSG	1
2209	CALR	1
2210	THBS1	1
2211	CTSG	1
2212	WNT3A	1
2213	MDK	1
2214	APOE	1
